,genre,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_mean_21,mfcc_mean_22,mfcc_mean_23,mfcc_mean_24,mfcc_mean_25,mfcc_mean_26,mfcc_mean_27,mfcc_mean_28,mfcc_mean_29,mfcc_mean_30,mfcc_mean_31,mfcc_mean_32,mfcc_mean_33,mfcc_mean_34,mfcc_mean_35,mfcc_mean_36,mfcc_mean_37,mfcc_mean_38,mfcc_mean_39,mfcc_mean_40,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12,mfcc_var_13,mfcc_var_14,mfcc_var_15,mfcc_var_16,mfcc_var_17,mfcc_var_18,mfcc_var_19,mfcc_var_20,mfcc_var_21,mfcc_var_22,mfcc_var_23,mfcc_var_24,mfcc_var_25,mfcc_var_26,mfcc_var_27,mfcc_var_28,mfcc_var_29,mfcc_var_30,mfcc_var_31,mfcc_var_32,mfcc_var_33,mfcc_var_34,mfcc_var_35,mfcc_var_36,mfcc_var_37,mfcc_var_38,mfcc_var_39,mfcc_var_40
66,blues,-116.60201,97.43107,-13.89173,48.96764,-22.596458,27.759014,-20.245163,18.638863,-14.6395855,8.482747,-16.644682,11.017631,-13.866874,9.734926,-5.106766,2.6361823,-9.879659,6.151771,-7.694128,-4.8331757,-3.0196242,-4.6531563,-3.9240618,-1.4080981,-0.8759449,0.07792837,0.8781703,-4.3970375,-1.9185511,-1.6612769,-1.4171396,-6.020945,-5.726888,-2.7091682,-2.5199564,-3.2554832,-2.6623044,-5.0996556,-6.0561333,-4.9916573,1592.5149,505.02856,291.4989,154.69276,162.33765,79.28348,186.11568,65.97926,74.01625,51.36214,70.00743,83.002235,74.47449,76.13928,75.978745,80.184,55.665314,99.9892,90.458664,76.36784,121.19282,80.09508,78.95402,78.78989,50.313633,42.429245,70.250725,44.758938,58.27433,88.77887,79.08546,93.41457,59.569607,60.06133,41.449707,34.14998,44.395744,54.82918,109.12709,91.068756
67,blues,-95.46357,101.38746,-20.677706,48.668915,-30.248262,20.807701,-18.291418,14.138235,-12.799491,13.443616,-14.068502,7.7323503,-19.215456,2.8566136,-9.819336,6.9123654,-11.297558,8.940816,-2.9511456,-0.9717594,-2.6739285,-1.8214537,-5.121038,0.07475152,0.11868121,-1.5015985,-3.6863172,-5.8561864,-1.5128158,-7.1910386,-2.6017253,-4.547436,-2.386983,-1.3568406,0.64501446,1.080897,-0.43181896,-3.4468892,-5.5362134,-5.0687504,934.8757,365.61862,347.00116,176.19234,140.44307,85.45372,241.33427,62.31357,79.67009,56.49831,105.804184,72.94769,59.478878,48.57398,62.292107,66.25329,76.38992,64.62546,60.087334,60.424812,57.228756,68.0948,52.640747,62.92894,82.85529,82.099236,82.91891,66.89456,66.65576,60.99164,107.02746,53.962383,66.172874,57.211727,55.00269,71.53752,54.769207,40.902966,88.9417,72.883644
68,blues,-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856428,-17.74022,14.707291,-11.190547,15.368716,-15.0683975,8.74908,-18.629265,5.456196,-9.2695465,8.014036,-9.542045,5.8658543,-4.400539,3.6217515,-4.86794,-0.19924255,-6.3427243,1.7492967,-2.5426183,-3.560028,-2.438386,-0.3653157,-1.5062963,-6.1863103,-0.5032395,1.6485921,-6.2580976,-3.848879,-6.7856593,-4.9058466,-2.6330137,-3.158111,7.571324,2.3205788,1586.7279,316.39017,227.4858,139.9142,122.9026,68.51744,68.03439,58.985874,50.512737,54.710556,68.79445,61.95054,32.853256,78.3533,78.84931,74.87074,56.56996,44.599762,55.80246,81.65336,67.54962,53.18576,42.416916,39.985725,44.112873,42.16248,32.361134,59.377525,40.382202,56.228065,70.687195,54.3958,54.757675,39.423737,39.85751,26.554024,29.736158,33.941826,106.055626,90.08869
69,blues,-121.47392,96.09719,-19.590857,48.038452,-38.78463,24.768978,-32.94141,8.102542,-17.818922,6.1178603,-19.995438,6.800339,-19.33321,-0.10917249,-12.253941,-4.92366,-10.414173,-2.0453281,-1.7603426,-3.9544346,-4.6167164,-8.908915,-7.486582,1.7636496,-0.7071387,-3.7432926,-2.8704696,-3.250517,3.5942478,-4.6538367,-0.67675525,-6.97046,1.0183653,-1.0515361,0.18767744,-0.43668175,0.53094673,1.4079916,-2.660229,0.06407766,1182.4146,436.45776,272.33472,131.02328,200.09311,103.46194,132.1605,101.19304,68.949776,74.089905,42.90715,64.269005,87.26701,66.24715,60.685524,60.144844,59.10895,115.316956,104.79031,77.13548,91.35178,91.14431,66.697624,86.54414,79.48785,76.63524,59.21504,73.45915,68.90277,106.265274,126.238106,94.473495,73.522,101.0843,38.008453,35.765396,51.141563,75.92622,125.21591,113.961136
70,blues,-133.04897,105.73889,-22.158222,41.830692,-26.992502,19.11857,-26.566029,19.235983,-15.342011,6.989914,-10.814381,6.7986693,-11.726956,4.3977103,-6.0319624,1.9630642,-12.314546,3.256975,-8.806516,-3.3691108,-2.2596898,-4.4485245,-4.029088,-7.603981,-0.289389,-2.7297912,2.9264443,0.32587638,0.12295105,-3.3918862,-0.6785628,-4.4956317,-4.5543513,-6.7294793,-4.466138,-6.394289,-2.5689216,-0.5574993,1.3236203,-1.9609401,1942.1404,800.0215,315.99823,143.74637,154.97864,88.22193,223.71312,94.83168,91.89704,72.57198,98.90834,69.69671,71.32867,65.7164,63.23894,70.72971,93.092354,64.55043,64.472244,71.41509,98.45901,78.175316,78.30755,79.60488,76.937256,118.7406,109.7138,110.34415,141.6339,122.29099,93.53858,97.332115,113.00133,52.26309,49.239742,71.332886,44.110516,58.284737,91.03813,78.213036
71,blues,-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.86451,14.617379,-14.972617,10.598986,-18.020245,6.659176,-10.210894,6.535371,-10.852218,3.325134,-6.184798,3.009296,-4.687776,-1.632903,-8.338829,1.7066774,-1.5698998,-2.8376868,-4.6840596,0.90385664,-1.698964,-6.345371,1.338347,-2.802596,-5.844165,-5.7875223,-6.53171,-3.3246384,-3.835578,1.261999,4.494632,1.5105014,694.5907,192.50111,133.71312,99.20524,64.58907,41.679012,46.925266,46.16585,52.396427,51.479355,60.13639,35.43481,34.390312,55.031662,54.227547,39.77693,36.393036,41.15927,42.492855,40.244335,53.319218,55.36165,40.6038,30.359158,42.782272,45.267776,37.047592,40.79287,33.13373,48.12859,74.436935,37.188587,37.35064,51.367645,34.9776,26.416582,33.234303,47.714916,64.21627,114.69654
72,blues,-118.70432,87.64562,6.5529914,45.10232,-38.911594,20.823198,-26.864548,13.807368,-17.236187,5.111261,-15.712021,3.9887707,-27.53658,3.0563986,-15.962016,10.867272,-12.656353,2.8186808,-13.342627,-4.367504,-3.2062624,-1.3974128,-9.458497,6.458891,-3.5838726,0.007024271,-5.091898,-1.9270667,1.6855016,-4.203091,4.4835353,-3.639862,-4.537976,2.088274,0.26486173,-3.0549765,-6.3910236,-1.8218527,-4.489692,-10.909321,758.802,307.06256,247.97446,87.28488,78.56509,60.29644,46.410915,57.68386,43.767735,45.84007,41.681095,43.40912,41.367336,42.546314,35.935112,50.98921,33.2092,33.121784,34.942604,44.16658,45.17089,50.75751,65.052704,37.30495,40.57803,31.509863,26.864447,21.810787,24.689972,30.279358,26.967566,32.276157,30.3756,37.657967,49.085365,42.325497,32.832153,36.577393,34.69182,41.48364
73,blues,-30.126768,103.738075,-19.742794,56.41043,-12.707871,20.187708,-17.338875,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433,9.097791,-3.572931,4.3794627,-2.8248992,4.7203126,0.4887798,1.4746345,-0.7653502,6.0937486,-2.0013483,4.1353555,1.0380521,-1.8136427,-0.7324346,-2.5241284,-0.29221368,0.9526239,-1.2758186,0.8156037,-1.7638795,0.42074737,1.5472431,-2.7245471,-0.9756474,-0.6881651,0.7750936,-5.5895305,1122.2214,204.29926,185.54372,173.3163,121.6278,94.621796,90.20042,64.64779,56.85981,52.387844,53.7291,39.441807,51.867466,52.93919,37.690296,38.756035,45.271076,44.10148,51.548252,69.965454,59.736134,58.48483,67.44095,58.885525,72.06195,69.626854,64.52078,50.124672,62.577057,64.57617,64.09282,69.4526,68.37172,65.75295,60.277454,35.81838,40.67055,38.80108,63.713615,68.708916
74,blues,-56.0053,87.851326,-1.6130452,41.199356,-5.618329,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.7120495,11.851395,-3.974117,7.1018496,-4.4691644,5.1157055,-6.6473694,5.8692484,-3.7021832,-1.9599462,-6.1436934,2.9509177,-2.6169274,1.3101252,-0.32772002,-1.7390922,-3.089796,-3.0550482,-2.2461896,1.9886825,-2.1312106,0.51374346,-0.093304336,-0.46807572,-0.13173568,-1.3866262,0.78990096,0.4105562,-2.5824618,-7.6466837,2864.8823,358.02924,288.0494,165.72467,140.08159,108.56385,91.711945,64.886246,85.358665,65.81377,65.61516,70.8492,58.631676,88.04909,57.190872,56.023083,59.62854,53.89585,67.68677,69.04591,73.12127,67.83328,64.44977,70.62786,74.23866,88.27777,56.99822,72.95407,52.965137,96.5829,78.17721,84.8198,86.544075,51.492428,35.151367,35.387516,52.621696,48.78294,71.57912,108.29713
75,blues,-86.491806,92.72617,-15.342206,54.05328,0.87469476,31.574251,-14.615236,23.328945,-14.971668,15.337374,-7.053953,12.179845,-6.0996003,7.03196,-5.805507,7.4373384,-6.083114,3.3929815,-4.2883315,1.2357912,-2.4630337,2.6593692,-4.183766,-1.1485126,-0.098544255,0.81250805,1.7284341,0.12675619,-3.1396945,-1.3874696,-1.5136689,1.5431114,1.7973342,0.60764736,-2.9274046,-6.5316834,0.32217264,-1.3694049,0.9747685,-3.7920554,6869.525,780.0597,504.62402,238.10812,214.33212,129.706,93.89247,48.94382,74.02933,75.26608,83.06797,61.87036,92.54943,47.55699,48.18597,67.83611,46.961395,41.529015,53.531445,44.435253,55.28384,69.29284,56.718277,58.991905,60.55182,77.69248,112.51085,67.85088,51.633205,69.166725,80.76427,73.31771,44.200237,43.003056,47.715244,47.81944,43.052067,50.55135,50.222496,40.684166
76,blues,-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460794,22.40643,-12.25808,27.22263,-9.23979,7.799893,-10.568794,6.9374247,-9.13117,13.01696,-9.856919,3.691295,-4.9426136,4.4164157,1.0112965,7.3302383,-6.421607,-0.66554624,2.1704328,-0.14317225,-4.672236,-3.289234,-3.9364955,3.818032,1.1209832,0.58480823,-8.9281845,-0.022601865,-1.6535243,-1.1914625,0.5741122,-4.580986,-1.1235276,-3.571482,1343.4191,222.07434,219.17458,113.06732,128.09073,101.31981,138.79938,80.235756,66.48325,65.77659,83.30693,51.770744,59.106785,49.770767,85.394356,51.385494,52.908028,56.38314,70.96475,65.24875,63.703003,68.39438,62.615803,61.87958,62.674183,65.703156,64.94129,75.92126,62.31814,68.619514,82.83566,88.082184,77.41859,82.296455,76.39622,57.298717,41.58995,57.540245,138.29024,97.43864
77,blues,-28.989248,104.531006,-30.983427,38.162052,-8.009195,30.894712,-20.608162,25.823612,-12.974684,16.943222,-12.2729435,10.787743,-10.56656,6.8798337,-10.299989,6.9615793,-10.2633505,0.7075954,-6.008073,1.3531219,-3.8979306,1.5598714,-5.863832,-1.4095502,-0.44856638,-3.6950705,-0.7109057,-1.2966502,-4.276466,-2.332896,-2.737379,0.9580803,0.43785253,-2.4960024,-1.9473956,-4.0057464,-2.323527,-3.921798,1.2636641,-1.1532403,1957.8125,307.08926,307.83673,109.1293,133.65538,96.35674,98.65361,69.795135,84.4847,53.345673,58.619835,37.383167,46.01934,40.22371,40.618732,46.87601,51.759186,46.453415,31.8613,44.739697,56.485523,54.388206,64.610405,53.47288,56.500908,56.83505,55.706024,55.132935,44.73244,54.720768,71.46826,59.790325,49.302708,53.929707,45.628174,40.744858,32.17294,43.540264,52.740128,60.617878
78,blues,-2.5430133,101.26548,-33.930927,41.52805,-13.817938,31.923836,-21.876541,24.470266,-15.8744135,15.808346,-14.370209,12.514341,-13.378112,6.1200833,-9.062334,5.044607,-11.335097,3.1728878,-4.5773325,-4.034992,-6.0282364,0.86777294,-0.5915944,5.5305395,2.501175,-0.9510801,-3.6532736,-5.4436455,-2.0577824,0.38383588,-3.183846,-1.4207348,0.0600243,-0.6094384,0.85413134,-3.3081183,0.8939172,-3.818488,-6.054293,-10.030275,734.6548,164.12778,142.69362,99.703766,104.8335,48.223385,66.64847,42.937637,40.990276,32.92149,43.8682,41.01094,39.436363,31.8414,35.535305,24.137114,35.112095,30.361067,46.81437,35.241432,26.80658,44.058277,62.81492,47.167557,39.3844,46.083103,45.14057,29.316494,34.32944,35.594917,31.811087,33.410034,31.18708,39.405468,28.995953,24.515692,30.20745,20.83315,41.6531,30.919685
79,blues,-3.5798953,92.929634,-25.082928,45.179504,-10.856173,31.863396,-18.04439,28.626354,-10.2277155,14.668069,-14.905226,14.741958,-15.603514,9.546685,-14.794422,2.0718615,-13.811246,3.5728886,-5.967709,-1.6463124,-5.833259,3.5984545,-5.3585687,0.56766844,-1.5081468,-3.4689524,-3.552812,-4.079102,-1.6175264,0.7029698,-6.3188677,-0.61417353,-1.9931774,-0.117137566,0.9929236,-3.7504437,-1.4670919,-1.0536925,0.15449107,-7.324234,1020.4018,171.39415,149.58517,65.76458,70.59468,42.470566,73.045944,48.179405,59.069,41.811085,30.200726,28.676184,40.916348,42.935627,35.299202,46.790436,38.363274,33.2389,34.37323,59.82942,42.974167,54.589443,67.61192,37.924377,28.996445,37.10796,31.384876,31.87504,33.31995,41.312756,41.04704,41.73417,65.91512,30.009148,25.530977,21.465857,33.00958,28.452597,43.07496,48.824547
80,blues,-54.706253,119.48301,-34.87408,37.540634,-15.880536,22.081291,-14.661809,18.532047,-9.647198,11.256581,-11.729359,11.540745,-6.4318557,1.7925242,-5.8779697,0.38042605,-9.064894,-2.0241985,-5.417718,0.03243184,-1.506084,-0.3777748,-0.32676333,0.19099201,0.5450493,-4.334617,-1.0015517,-0.901269,-1.6500007,-5.6809025,-4.45057,-4.7818284,2.5456202,-1.6073885,-2.4147127,-3.9904556,-1.7482182,-4.039746,-3.2229447,-5.376045,2272.1147,397.96436,246.3921,185.53296,157.4765,112.48086,207.59784,95.02667,124.39633,77.11395,75.76016,55.89343,72.85557,61.136856,46.929047,64.58496,48.627502,44.95125,54.062096,49.073967,62.046803,82.77799,71.91976,74.55025,66.88393,53.27708,76.109604,91.20362,49.978645,81.87284,102.134705,68.4206,72.48044,46.091175,54.693626,40.725132,35.590843,42.84274,55.96835,47.660534
81,blues,-27.024073,107.31879,-46.839245,40.927616,-21.476635,24.832184,-18.939482,15.274643,-15.052192,12.273417,-15.24018,14.332184,-13.839795,7.561914,-6.1833763,0.3404778,-6.831254,0.97467643,-7.566382,2.9241471,-3.894501,-3.8553426,-3.3027,0.5870279,-0.2494607,-4.455453,-3.096387,1.5368669,2.0726058,-0.7645144,-0.7160118,-10.0927515,-3.738444,-1.1387372,1.3853532,1.7012861,1.9171389,-5.393771,-6.489673,-2.3490705,4599.6016,437.79205,200.71883,239.56917,73.19649,54.926296,81.06159,70.4485,60.66546,59.26516,41.462383,68.89172,43.288372,43.835384,64.74842,40.57989,48.014492,43.682915,51.29443,39.061344,52.981735,72.7456,43.850773,59.630207,38.670082,38.03242,55.10589,75.31684,100.57413,109.42604,102.86212,87.29463,58.304504,92.560135,85.576866,86.693756,68.87864,43.299362,80.94413,66.828766
82,blues,-29.367115,108.66699,-25.570353,38.460896,-18.340788,21.792147,-25.148396,22.39537,-17.588984,14.681225,-12.085815,5.48115,-7.6935253,7.3994966,-11.3165245,7.225638,-9.477632,1.937944,-6.3321223,-1.304314,-6.597241,4.837725,0.2218575,-0.5590371,-0.66922176,-1.1589242,-1.4034932,0.7991474,-2.8629634,-7.2505093,1.2714062,0.7984943,-0.27638125,-3.8173156,-3.7237937,-3.945098,-2.2398727,-1.8971441,1.3251535,-4.2130375,1404.6522,254.32217,268.21948,153.98647,203.99945,97.207405,100.32021,62.93754,83.931206,88.787895,61.455338,64.42262,64.403046,67.020676,65.44379,68.242516,81.949936,70.14037,57.14506,61.873497,69.04821,92.44083,92.83071,70.34969,92.39956,73.48726,60.469505,64.949974,53.00986,64.88233,75.668465,103.15381,72.10137,54.098366,45.957607,47.732433,42.71449,49.044964,62.73139,42.752636
83,blues,-19.882248,98.88733,-24.475313,49.579945,-16.198494,30.193226,-18.027517,27.552814,-11.407699,14.870685,-8.914958,11.668756,-10.893209,9.306094,-5.837179,9.250598,-4.048955,3.2507443,-3.4668033,2.3781438,2.1918466,1.7412624,-3.1225944,-4.9318867,-2.3672256,-0.011517235,1.5717173,-2.5430436,-2.488211,-1.1104794,4.770214,-1.0859812,-3.7238677,-5.205545,-0.3048347,-0.7423739,0.91405636,-2.5617602,-0.25216657,3.5494316,972.9611,152.55086,181.48094,58.371655,50.967422,58.54997,55.096897,33.78219,57.468098,43.976864,39.313362,41.050877,56.39245,46.226803,39.23776,35.339123,47.89805,53.279552,38.217705,60.410267,66.09057,48.89225,43.963215,33.80889,27.357346,30.848742,32.02731,27.720554,48.898727,55.897343,49.20176,47.11381,37.96062,32.235603,21.468346,21.562225,26.00786,27.189392,62.07588,57.116512
84,blues,-39.007614,112.05693,-31.819195,38.235607,-6.320212,23.320457,-18.772533,23.931019,-10.932699,13.236961,-14.371818,13.3270645,-10.916337,9.787895,-5.028813,7.211877,-6.7411304,2.6567485,-4.386095,0.41240847,-2.2257752,-0.14885096,-2.8101866,1.2455143,0.2936195,-4.7531466,-1.0329393,-0.19714591,3.0491118,-1.1005212,-4.596412,-0.04745755,1.1522481,0.7723358,0.8250931,-3.484208,-2.2541227,-1.4126424,0.3965162,-7.4163322,3888.6172,433.61273,178.26457,86.949715,143.8714,60.856945,73.535545,60.878952,47.918667,40.974815,51.7211,44.561485,53.34878,50.005768,88.023155,65.627625,45.3778,55.71316,47.86785,61.181435,43.00114,63.29967,59.9331,45.554035,45.07758,42.92046,40.227955,55.638226,44.947952,77.52081,74.33575,50.05624,49.23039,43.647717,23.079168,25.693552,33.724403,34.487186,66.0748,73.50041
85,blues,-180.20891,131.43243,0.60078657,43.153095,14.135329,25.614765,-5.311873,12.027975,-13.535557,-1.105728,-7.6164746,2.714974,0.77835834,1.9962182,-6.094793,3.4817271,-8.328653,3.2164888,-0.92289615,-2.250335,-4.897383,-5.2359138,-3.5639734,-4.3381495,3.5483632,-3.5220962,-2.5439985,-1.2140833,-0.8157554,-0.5771911,-2.0961132,-6.037384,-3.5069711,-0.096297994,1.0442425,0.10081894,1.4984337,-4.862902,-8.332169,-6.151004,4542.0874,1278.7372,585.2989,260.7977,191.2555,301.41724,202.178,109.13822,143.61685,97.87471,116.869,108.16167,85.0687,178.74504,128.2236,120.58715,104.6665,105.14546,63.4033,73.48479,80.36196,111.64853,86.79,123.05333,80.89002,82.765816,105.23915,120.72634,147.54247,151.90454,122.51873,121.839485,91.47994,90.46286,96.10014,90.92792,99.3564,79.30411,92.693184,89.09833
86,blues,-212.79181,139.06325,9.446759,35.453796,12.697431,20.420673,-5.582625,10.889944,-8.73331,8.059619,0.16372377,2.6487746,-1.0296488,-1.4043938,-4.708391,1.1376659,-9.471993,-2.188778,-4.0989065,-3.338622,-3.9210231,-3.3360047,-4.174292,-3.8177552,-0.13402225,-4.637801,-2.8198242,-2.600481,-3.0416577,-1.2642698,-1.0684017,-0.8089926,-1.3790177,-4.54453,-0.48331502,0.4845063,0.47065544,-1.6515363,-1.5828851,-2.621954,7245.46,1555.4479,732.1798,258.03745,310.7154,185.9254,180.287,102.0161,140.48265,75.97051,95.16277,75.527466,76.18483,72.52261,72.94243,100.25064,81.15206,54.718277,52.215096,45.732597,61.342857,47.45036,64.051155,63.54195,55.337708,63.444836,59.076653,65.52255,77.54813,147.98593,117.524895,79.45418,57.675247,64.740616,62.036892,51.074184,44.60117,48.062313,52.547813,43.44007
87,blues,-155.5764,125.66273,1.5785859,45.83969,0.92778367,25.383114,-10.812052,15.5590105,-11.919287,1.2735361,-6.672881,-0.78441924,-7.7438188,0.41913083,-7.024696,4.010104,-6.26339,0.9611176,2.012547,-5.731016,0.7552948,-3.2428958,-4.0251665,-5.064641,-3.2338343,-6.357582,-3.7198603,-4.962871,-2.8282447,-3.2071762,1.2837766,-1.7316012,-1.8191947,-1.1460178,-3.2118409,-2.0012999,-2.6740804,-2.5886118,-0.40747193,-3.7943165,3077.212,801.58484,493.36688,353.97702,262.42734,157.61603,240.15941,130.40485,161.72379,109.053535,107.041954,111.794106,74.173164,87.70038,84.73291,61.66702,53.535805,64.10035,68.33921,83.996,78.84751,77.21815,65.49659,64.74427,60.030785,57.91066,52.142723,52.573406,54.938828,78.95361,92.754395,91.33979,109.430626,86.55679,61.262005,67.07584,72.86412,76.6004,65.789055,50.95083
88,blues,-194.2843,151.84703,-1.1988219,39.18811,16.589046,18.247795,-1.397014,14.86903,-11.620167,2.4414866,-5.081939,3.9376056,-0.89880383,0.63656205,-8.35749,-7.5180163,-8.050082,-5.4131174,-2.53373,0.12855887,-2.815992,-5.2525487,-1.1206684,-0.92175645,-0.20879738,-3.9912136,-1.4157635,-2.4115183,-3.0482519,0.37905082,-2.528891,-9.294022,-4.4397764,-1.3933082,1.9142443,-0.82076955,-2.5386117,-3.7357888,-5.4347644,-7.9244514,3234.086,567.3283,204.88322,127.93276,180.94003,96.74258,119.82874,52.521893,79.526794,90.05234,73.99929,68.47112,63.148075,38.977962,55.10296,35.448273,44.11277,38.906662,42.45479,60.802155,59.727535,53.33169,57.929222,59.994827,54.893272,38.718117,31.821835,42.064415,43.17877,39.101593,48.142628,62.225227,31.835178,41.231216,32.77301,29.199167,33.44823,27.64274,43.452293,35.159283
89,blues,-346.85635,139.25108,24.052633,22.281025,18.663773,11.662003,9.016559,6.970993,-2.0330267,5.4127927,1.650389,-2.3577814,3.2000823,0.6987717,-3.0999084,-2.1074762,-2.2101088,-4.5803323,-4.7331815,0.06721325,-4.457682,-6.592043,-5.239399,-5.0539064,-0.4470315,-1.1037556,-3.4410384,-3.9168856,-4.7908077,-5.0285215,-5.6539803,-6.0333395,-3.0390308,-2.7510178,-3.3263338,-2.0177374,-3.9740162,-7.1044326,-5.178537,-5.744855,5365.911,1053.5845,914.3359,311.33527,230.73389,274.0238,163.25421,80.612335,104.49435,72.88142,108.75106,68.64338,58.210304,73.48713,54.621655,39.152184,48.839996,46.54374,48.676186,42.321453,41.9534,38.35027,31.850067,33.143543,35.53842,25.096165,24.548174,33.327442,31.97823,30.881918,36.03099,27.477772,34.226997,34.308514,29.953041,29.249752,23.05605,23.105055,18.652214,18.188272
90,blues,-177.56758,115.369,9.970585,54.043877,7.624312,28.312319,-9.054929,20.04951,-15.044513,6.2095737,-5.692567,1.3833519,-5.8288145,5.0139456,-0.7512551,5.0595355,-5.0850735,-2.8075428,2.4244502,-5.37811,-1.680706,-0.5436187,-3.621868,-6.5966005,-5.2982407,-3.7220309,-6.6511264,-3.4006882,-3.2191608,-4.058442,-4.606576,-3.1450384,-2.003413,-2.509535,-0.5691886,-1.4288428,0.6555585,-3.5037816,-0.054250672,-3.3493495,4502.785,1385.511,681.9321,320.77292,330.54514,180.94827,181.69342,112.120964,150.55998,107.55004,109.24429,134.79707,84.93274,102.60085,73.9893,73.270775,79.34864,66.85071,68.80809,64.35921,53.78073,44.574604,41.49671,49.1905,46.27145,43.997944,58.51328,45.723923,61.476738,46.01174,48.226917,58.121834,66.60471,71.58847,77.4392,87.84429,119.378555,104.534225,83.26151,65.783195
91,blues,-236.30539,161.68063,-1.1661631,27.27869,9.586512,20.620241,0.22744031,13.798597,-0.50903946,10.1752,-4.4575562,5.5087075,-3.7265837,-0.8961917,-4.9078717,-2.8703983,-3.756362,-3.347305,-2.4162548,-3.7818198,-1.4124156,-0.37259382,-2.560911,-4.680165,-4.39754,-5.4009542,-4.3515935,-3.8861566,-3.816947,-4.3427157,-6.0593877,-7.472815,-0.51834804,-1.1618161,-4.3372746,-4.2312284,-4.3548727,-5.252524,-3.6604629,-4.0158944,7767.4585,1108.3843,608.8001,116.24081,332.46265,90.32631,80.38704,103.98853,90.118744,82.59196,85.555176,57.379803,57.427578,43.654408,70.36174,46.71458,36.1888,45.80034,45.627956,40.24526,56.07469,55.439323,50.251377,57.9801,46.47997,37.50246,39.591595,46.173504,41.250187,41.33501,71.18176,39.3321,51.14348,57.44204,38.72432,26.93556,33.687122,38.09882,35.040977,34.250454
92,blues,-332.2246,128.08928,28.80515,41.830193,31.214472,23.334787,5.784113,9.001364,-3.8817174,3.731323,-0.87422895,-0.43918997,1.4851278,-1.5689237,-0.8338708,2.1711133,-3.8898404,-4.1953926,-5.925874,-3.4450047,-2.0916827,-1.4668676,-4.188465,-6.7036166,0.66094804,-2.6164477,-2.8940842,-2.3083642,-1.4383342,-1.4524615,-4.2782645,-5.996538,-4.8698583,-5.1449275,-4.4776773,-1.529166,1.2834044,-0.6816376,-1.9594316,-0.7078237,7292.3906,965.24335,1185.7218,303.7448,229.45088,160.46344,186.87914,148.51697,184.25235,95.78013,90.753365,82.60477,92.3109,68.91012,57.630722,60.399036,72.59805,43.173668,45.381966,32.34512,34.057102,38.805805,32.744213,39.832615,46.059578,36.191723,38.263992,46.62468,77.83084,57.627216,61.16337,65.791664,50.21321,63.039085,47.839375,51.228443,103.17908,116.427055,74.86281,44.644505
93,blues,-350.35263,169.53174,31.771353,16.71844,28.658941,19.246181,7.845076,10.037885,4.7406454,2.9217067,3.900229,1.8129543,-5.969145,-5.2570925,-0.23415951,-1.7799479,-3.7090912,0.17281228,2.071619,-2.8897855,-3.7083673,0.4632088,-0.75124025,-3.435149,-4.20063,-8.206704,-8.2299185,-3.2941554,0.6177589,1.1138011,-5.218863,-5.3341656,0.65650487,-1.625983,-2.949703,-0.26452538,-2.168093,-2.7213168,0.4651301,-0.9825548,2656.7532,622.58655,316.68668,213.50073,188.21754,68.66772,40.605225,36.637596,40.665188,36.67361,46.568295,42.355606,35.479504,33.864666,38.705025,35.267666,34.09589,34.522312,44.243015,61.440556,39.87256,52.355133,143.44792,155.85854,85.72454,36.545925,71.47136,69.91976,57.626884,37.830433,32.80635,59.826435,58.40735,59.053837,46.877773,29.521223,51.727844,34.15975,19.142017,28.16493
94,blues,-206.24908,126.61618,10.596903,43.210163,12.49674,19.42537,0.3583888,12.735203,-4.57919,4.0611596,-4.404285,3.6691213,-1.455245,-1.6959771,-7.153681,1.184595,-6.2277255,0.5984519,-1.6083214,-0.53992075,-0.8831144,-6.5237556,-11.076625,-7.6324506,3.1298673,-2.0276065,-2.8694596,-2.8840373,-2.5403397,-4.1078124,-3.8767312,-4.8874555,-5.779959,-3.9787762,-0.064737365,-1.8756028,-2.7381628,-0.2052903,-0.1483402,-6.402441,6802.119,1107.09,763.2381,226.2272,230.24724,258.36087,136.38774,76.75124,73.97097,60.098927,94.45393,59.143864,74.25501,110.34276,73.9578,80.58308,69.53206,68.161964,68.20314,56.607864,58.34011,48.967674,89.81074,62.647663,83.0539,73.44817,81.69409,58.609543,57.820477,58.040276,77.6969,95.57571,72.58502,46.500248,43.624645,49.345978,43.823975,53.09402,48.116104,58.23283
